year,month,day,hour,WS_obs,power_obs,WS_WRF,power_WRF,WS_OML_68,power_OML,WS,WS_2
2013,5,8,15,10.24,4727.44,5.40865,608.73,10.8625,5379.02,1.8,1.620192
2013,5,8,16,10.03,4727.44,5.4293,608.73,11.64,5563.73,2.1,1.584376
2013,5,8,17,8.99,2981.39,5.61075,819.88,11.809,5563.73,1.8,1.563751
2013,5,8,18,7.634,2079.88,5.2983,608.73,11.895,5563.73,1.6,1.476668
2013,5,8,19,4.082,278.59,5.1705,608.73,11.4585,5563.73,1.6,1.413607
2013,5,8,20,5.08,608.73,5.4992,608.73,10.71205,5379.02,1.8,1.353998
2013,5,8,21,5.947,819.88,6.3497,1072.29,11.874,5563.73,2,1.346384
2013,5,8,22,3.201,47.78,6.6679,1361.68,9.9412,4114.19,1.8,1.324152
2013,5,8,23,4.364,278.59,6.96875,1361.68,10.44855,4727.44,0.9,1.221764
2013,5,9,0,7.863,2079.88,7.0547,1698,6.7596,1361.68,2,1.336396
2013,5,9,1,5.503,819.88,7.1486,1698,6.30825,1072.29,1.8,1.336396
2013,5,9,2,3.407,47.78,6.49335,1072.29,4.8887,430.53,2.4,1.562519
2013,5,9,3,6.098,1072.29,6.3119,1072.29,4.97665,430.53,2.5,1.624664
2013,5,9,4,2.999,0,7.40665,1698,3.58715,151.3,3.1,1.62573
2013,5,9,5,5.544,819.88,7.3977,1698,9.21295,3525.01,3.5,1.64943
2013,5,9,6,6.547,1361.68,8.0383,2508.97,9.09755,3525.01,2.6,1.478751
2013,5,9,7,4.929,430.53,8.41105,2508.97,8.31275,2508.97,1.7,1.514371
2013,5,9,8,6.228,1072.29,7.8894,2079.88,7.07885,1698,1,1.548322
2013,5,9,9,9.76,4114.19,7.445833333,1698,8.345833333,2508.97,1.4,1.54216
2013,5,9,10,7.663,2079.88,6.5517,1361.68,10.5177,5379.02,2.4,1.419575
2013,5,9,11,6.544,1361.68,6.48005,1072.29,11.544,5563.73,3.5,1.438352
2013,5,9,12,9.1,3525.01,7.30595,1698,11.024,5563.73,3,1.383688
2013,5,9,13,10.64,5379.02,9.52415,4114.19,12.124,5563.73,2.9,1.396254
2013,5,9,14,11.6,5563.73,10.1845,4727.44,10.0888,4727.44,2.9,1.410779
2013,5,9,15,11.7,5563.73,10.276,4727.44,11.0765,5563.73,3.2,1.377444
2013,5,9,16,10.07,4727.44,9.72835,4114.19,14.035,5563.73,2.9,1.352882
2013,5,9,17,10.22,4727.44,11.981,5563.73,12.1126,5563.73,3.8,1.417758
2013,5,9,18,9.04,3525.01,12.4785,5563.73,19.092,5563.73,3.3,1.356837
2013,5,9,19,8.65,2981.39,12.847,5563.73,19.2175,5563.73,3.2,1.295887
2013,5,9,20,11.13,5563.73,12.653,5563.73,17.5535,5563.73,1.1,1.303668
2013,5,9,21,9.21,3525.01,11.9395,5563.73,18.549,5563.73,2,1.300422
2013,5,9,22,15.83,5563.73,11.5314,5563.73,21.3385,5563.73,3.2,1.304147
2013,5,9,23,10.27,4727.44,11.04675,5563.73,21.0935,5563.73,3,1.316994
2013,5,10,0,12.55,5563.73,10.53695,5379.02,22.312,5563.73,0.2,1.313877
2013,5,10,1,8.4,2508.97,10.26075,4727.44,19.3495,5563.73,1.1,1.313877
2013,5,10,2,5.087,608.73,9.63685,4114.19,13.0753,5563.73,2,1.36413
2013,5,10,3,7.477,1698,8.7985,2981.39,15.1295,5563.73,1.6,1.395116
2013,5,10,4,6.801,1361.68,8.1995,2508.97,16.9815,5563.73,1.9,1.410146
2013,5,10,5,2.617,0,8.90285,2981.39,21.5595,5563.73,2.1,1.298492
2013,5,10,6,7.972,2079.88,8.91915,2981.39,13.15365,5563.73,1.4,1.409968
2013,5,10,7,11.71,5563.73,7.9617,2079.88,14.572,5563.73,1.9,1.323005
2013,5,10,8,15.3,5563.73,6.483,1072.29,11.2771,5563.73,1.6,1.443859
2013,5,10,9,14.59,5563.73,6.765566667,1361.68,8.328466667,2508.97,1.5,1.184434
2013,5,10,10,12,5563.73,6.7484,1361.68,14.7035,5563.73,1.3,1.400048
2013,5,10,11,11.76,5563.73,6.49375,1072.29,11.6295,5563.73,1,1.522127
2013,5,10,12,14.48,5563.73,6.3712,1072.29,10.6412,5379.02,0.4,1.596071
2013,5,10,13,13.41,5563.73,6.14335,1072.29,11.3077,5563.73,0.9,1.535115
2013,5,10,14,12.33,5563.73,7.1036,1698,11.18165,5563.73,1.1,1.581307
2013,5,10,15,13.85,5563.73,6.9774,1361.68,13.9,5563.73,0.3,1.619254
2013,5,10,16,13.48,5563.73,6.02725,1072.29,13.8325,5563.73,1.4,1.582577
2013,5,10,17,13.51,5563.73,6.33195,1072.29,12.337,5563.73,2.8,1.629334
2013,5,10,18,11.75,5563.73,6.3892,1072.29,14.1295,5563.73,2.6,1.582058
2013,5,10,19,10.71,5379.02,6.7039,1361.68,13.6045,5563.73,2.1,1.655823
2013,5,10,20,12.53,5563.73,6.881,1361.68,12.879,5563.73,2.4,1.668533
2013,5,10,21,11.71,5563.73,7.43195,1698,11.5256,5563.73,2,1.646358
2013,5,10,22,10.55,5379.02,7.43955,1698,12.7835,5563.73,2.5,1.692394
2013,5,10,23,9.26,3525.01,6.00115,1072.29,11.1055,5563.73,2.3,1.781173
2013,5,11,0,9.56,4114.19,6.3202,1072.29,9.7633,4114.19,2.2,1.731368
2013,5,11,1,7.601,2079.88,4.06505,278.59,10.17835,4727.44,1.5,1.731368
2013,5,11,2,8.98,2981.39,4.80915,430.53,9.05285,3525.01,0.9,1.772711
2013,5,11,3,8.58,2981.39,5.81405,819.88,7.4149,1698,0.7,1.680755
2013,5,11,4,8.86,2981.39,6.1339,1072.29,6.6114,1361.68,0.9,1.720052
2013,5,11,5,7.932,2079.88,5.8376,819.88,6.66365,1361.68,0.8,1.884315
2013,5,11,6,7.52,2079.88,5.3241,608.73,8.18485,2508.97,1.2,1.780515
2013,5,11,7,8.85,2981.39,5.3072,608.73,6.97135,1361.68,1.1,1.815615
2013,5,11,8,7.953,2079.88,5.5465,819.88,6.5604,1361.68,1.5,1.800067
2013,5,11,9,7.685,2079.88,5.7249,819.88,6.0935,1072.29,1.5,1.83232
2013,5,11,10,9.08,3525.01,5.235,608.73,6.1703,1072.29,1.2,1.83232
2013,5,11,11,7.948,2079.88,5.60385,819.88,6.5317,1361.68,1.2,1.88158
2013,5,11,12,9.18,3525.01,6.0784,1072.29,7.05255,1698,1.7,1.827637
2013,5,11,13,9.98,4114.19,6.15685,1072.29,6.83025,1361.68,1.7,1.852955
2013,5,11,14,9.76,4114.19,6.44515,1072.29,7.6544,2079.88,1.6,1.818043
2013,5,11,15,10,4727.44,6.61825,1361.68,5.6304,819.88,1.8,1.158707
2013,5,11,16,9.07,3525.01,7.10245,1698,6.9819,1361.68,2.1,1.393343
2013,5,11,17,9.16,3525.01,7.60275,2079.88,9.30195,3525.01,2.4,1.842514
2013,5,11,18,8.18,2508.97,8.137,2508.97,9.13685,3525.01,1.8,1.819581
2013,5,11,19,8.61,2981.39,8.8142,2981.39,9.14885,3525.01,2.1,2.083447
2013,5,11,20,8.89,2981.39,9.15235,3525.01,8.95945,2981.39,1.7,1.348936
2013,5,11,21,6.096,1072.29,9.2757,3525.01,6.7583,1361.68,1.6,1.9514
2013,5,11,22,1.82,0,9.8633,4114.19,4.15735,278.59,1.6,1.907471
2013,5,11,23,2.737,0,10.75105,5379.02,4.26165,278.59,1.8,1.801581
2013,5,12,0,4.565,430.53,10.82165,5379.02,2.86975,0,0.9,1.8121
2013,5,12,1,3.686,151.3,10.8708,5379.02,2.6622,0,1.1,1.8121
2013,5,12,2,2.219,0,10.40665,4727.44,3.79775,151.3,1.3,1.837766
2013,5,12,3,3.215,47.78,9.4982,3525.01,3.0764,47.78,1.2,1.696192
2013,5,12,4,1.945,0,9.95805,4114.19,3.46095,47.78,0.8,1.735352
2013,5,12,5,3.173,47.78,9.7624,4114.19,1.81185,0,1.2,1.735653
2013,5,12,6,3.895,151.3,9.591,4114.19,1.0328,0,1.4,1.68953
2013,5,12,7,2.454,0,9.56155,4114.19,1.2336,0,1.1,1.673249
2013,5,12,8,1.628,0,9.19885,3525.01,1.39365,0,1,1.641864
2013,5,12,9,1.226,0,9.7687,4114.19,5.004,608.73,1.3,1.405173
2013,5,12,10,1.615,0,9.0542,3525.01,3.25595,47.78,1.7,1.48181
2013,5,12,11,2.205,0,9.5816,4114.19,6.29125,1072.29,1.5,1.342583
2013,5,12,12,2.15,0,9.71865,4114.19,9.59845,4114.19,1.7,1.657778
2013,5,12,13,3.781,151.3,9.79995,4114.19,9.61235,4114.19,1.6,1.693077
2013,5,12,14,7.771,2079.88,9.9247,4114.19,9.18575,3525.01,2.3,1.649436
2013,5,12,15,3.392,47.78,9.77285,4114.19,10.3758,4727.44,2.1,1.757525
2013,5,12,16,2.149,0,9.6799,4114.19,5.79325,819.88,2.2,1.58165
2013,5,12,17,2.38,0,10.1837,4727.44,3.70845,151.3,1.9,1.765889
2013,5,12,18,2.408,0,10.41255,4727.44,1.9249,0,1.3,1.401373
2013,5,12,19,2.131,0,10.64915,5379.02,3.2118,47.78,1.9,1.5953
2013,5,12,20,4.538,430.53,10.90805,5379.02,4.1024,278.59,1.9,1.135911
2013,5,12,21,5.578,819.88,11.117,5563.73,3.59165,151.3,1.4,1.780086
2013,5,12,22,3.898,151.3,11.1635,5563.73,2.79955,0,0.9,1.609179
2013,5,12,23,3.527,151.3,11.062,5563.73,2.80385,0,0.8,1.673385
2013,5,13,0,2.105,0,11.1895,5563.73,2.65925,0,1.2,1.559362
2013,5,13,1,4.439,278.59,10.9395,5379.02,2.2481,0,0.8,1.559362
2013,5,13,2,4.026,278.59,11.054,5563.73,2.31585,0,1.1,1.493753
2013,5,13,3,4.196,278.59,10.742,5379.02,3.3083,47.78,1.1,1.252853
2013,5,13,4,2.655,0,10.16155,4727.44,4.3083,278.59,5.2,0.967526
2013,5,13,5,4.897,430.53,9.4352,3525.01,1.7842,0,1.4,0.972009
2013,5,13,6,6.512,1361.68,8.81185,2981.39,1.94455,0,0.4,1.277627
2013,5,13,7,7.441,1698,8.0359,2508.97,3.88405,151.3,0.7,1.114859
2013,5,13,8,7.554,2079.88,7.6245,2079.88,4.52645,430.53,0.9,1.17264
2013,5,13,9,5.29,608.73,8.709666667,2981.39,6.204666667,1072.29,1.1,0.942534
2013,5,13,10,6.833,1361.68,7.93135,2079.88,2.3014,0,7.8,1.166515
2013,5,13,11,6.934,1361.68,8.2735,2508.97,3.86295,151.3,1.1,1.035097
2013,5,13,12,5.941,819.88,8.7206,2981.39,5.3499,608.73,1.3,1.285887
2013,5,13,13,8.97,2981.39,9.25115,3525.01,5.66445,819.88,1.4,1.391395
2013,5,13,14,6.579,1361.68,9.15465,3525.01,6.8006,1361.68,1.4,1.37398
2013,5,13,15,5.278,608.73,9.10675,3525.01,4.0352,278.59,1.7,1.27514
2013,5,13,16,3.063,47.78,9.0208,3525.01,5.1376,608.73,1.7,1.229464
2013,5,13,17,1.297,0,8.7059,2981.39,5.02965,608.73,1.4,1.224742
2013,5,13,18,2.483,0,8.05875,2508.97,2.41615,0,0.4,1.341526
2013,5,13,19,5.394,608.73,7.99995,2079.88,5.5689,819.88,0.8,1.299988
2013,5,13,20,6.709,1361.68,8.08645,2508.97,6.78755,1361.68,0.4,1.399168
2013,5,13,21,6.16,1072.29,8.76125,2981.39,7.72735,2079.88,0.9,1.398619
2013,5,13,22,7.899,2079.88,9.7813,4114.19,7.90945,2079.88,1,1.306088
2013,5,13,23,6.222,1072.29,9.8181,4114.19,6.1645,1072.29,1.1,1.400048
2013,5,14,0,6.043,1072.29,9.8056,4114.19,5.9071,819.88,1.9,1.316164
2013,5,14,1,8.66,2981.39,10.391,4727.44,5.12545,608.73,1.2,1.316164
2013,5,14,2,8.42,2508.97,10.624,5379.02,10.0074,4727.44,1,1.321691
2013,5,14,3,8.86,2981.39,9.4169,3525.01,7.77645,2079.88,1.3,1.377675
2013,5,14,4,8.72,2981.39,9.41005,3525.01,9.8871,4114.19,1.3,1.26694
2013,5,14,5,6.779,1361.68,10.886,5379.02,12.3635,5563.73,1.7,1.266331
2013,5,14,6,7.322,1698,9.91015,4114.19,12.727,5563.73,1.5,1.547383
2013,5,14,7,9.17,3525.01,8.29,2508.97,13.4825,5563.73,1.4,1.365871
2013,5,14,8,10.19,4727.44,8.3967,2508.97,10.9033,5379.02,0.9,1.227232
2013,5,14,9,9.89,4114.19,8.499633333,2508.97,8.502466667,2981.39,0.5,1.229968
2013,5,14,10,3.857,151.3,8.09575,2508.97,8.3506,2508.97,0.4,1.388816
2013,5,14,11,5.334,608.73,8.6072,2981.39,9.3326,3525.01,0.8,1.37921
2013,5,14,12,5.312,608.73,8.51635,2981.39,7.44645,1698,1,1.479507
2013,5,14,13,3.743,151.3,9.40755,3525.01,8.00035,2508.97,1,1.002638
2013,5,14,14,3.442,47.78,9.446,3525.01,9.7988,4114.19,0.6,1.008995
2013,5,14,15,2.477,0,9.1817,3525.01,5.50875,819.88,1.6,1.400739
2013,5,14,16,4.267,278.59,9.26425,3525.01,9.09585,3525.01,2,1.391929
2013,5,14,17,7.169,1698,9.27735,3525.01,12.163,5563.73,1.7,1.446658
2013,5,14,18,8.98,2981.39,8.5201,2981.39,11.3095,5563.73,1.8,1.505522
2013,5,14,19,10.64,5379.02,7.99105,2079.88,11.0865,5563.73,1.4,1.447276
2013,5,14,20,9.19,3525.01,7.25285,1698,10.92,5379.02,1.9,1.46558
2013,5,14,21,7.261,1698,6.66895,1361.68,13.266,5563.73,0.7,1.4264
2013,5,14,22,7.885,2079.88,5.4295,608.73,12.87475,5563.73,1.2,1.491193
2013,5,14,23,7.354,1698,4.61535,430.53,12.6306,5563.73,1.8,1.447034
2013,5,15,0,8.15,2508.97,3.0851,47.78,4.64135,430.53,1.7,1.347644
2013,5,15,1,8.91,2981.39,2.3505,0,3.559,151.3,1.3,1.347644
2013,5,15,2,6.719,1361.68,2.48865,0,4.03535,278.59,0.7,1.546558
2013,5,15,3,2.192,0,2.8097,0,2.60435,0,0.7,1.546558
2013,5,15,4,2.74,0,2.86975,0,2.46,0,1.4,1.521502
2013,5,15,5,4.652,430.53,2.8162,0,2.2371,0,0.8,1.489943
2013,5,15,6,3.424,47.78,3.2985,47.78,2.50945,0,0.7,1.446766
2013,5,15,7,2.171,0,3.50375,151.3,2.43905,0,0.9,1.551209
2013,5,15,8,2.014,0,3.46075,47.78,1.09375,0,0.7,1.682388
2013,5,15,9,2.272,0,4.564066667,430.53,1.830966667,0,1.8,1.499793
2013,5,15,10,2.756,0,5.5697,819.88,2.47845,0,3.6,1.273941
2013,5,15,11,3.9,151.3,5.97475,819.88,2.3198,0,4,1.276073
2013,5,15,12,1.965,0,5.6874,819.88,1.99355,0,5.3,1.4192
2013,5,15,13,1.417,0,5.44245,608.73,3.0137,47.78,7.3,1.437886
2013,5,15,14,3.142,47.78,4.5648,430.53,4.3947,278.59,7.5,1.553406
2013,5,15,15,2.765,0,4.65685,430.53,4.7144,430.53,6.4,1.513007
2013,5,15,16,2.077,0,4.7824,430.53,5.2661,608.73,6.1,1.542087
2013,5,15,17,1.959,0,5.00405,608.73,5.6231,819.88,5.6,1.560009
2013,5,15,18,1.28,0,5.45135,608.73,5.3276,608.73,15.1,1.500766
2013,5,15,19,1.384,0,6.1972,1072.29,5.3166,608.73,6.1,1.482923
2013,5,15,20,0.962,0,6.6633,1361.68,3.95805,151.3,5.4,1.446219
2013,5,15,21,1.383,0,6.85825,1361.68,3.88435,151.3,5.5,1.324186
2013,5,15,22,2.118,0,6.0484,1072.29,2.4572,0,5.2,1.270376
2013,5,15,23,3.096,47.78,4.62555,430.53,2.20025,0,4.1,1.315534
2013,5,16,0,1.379,0,3.85915,151.3,3.65135,151.3,5.3,1.326356
2013,5,16,1,3.152,47.78,3.76695,151.3,2.28405,0,5.5,1.326356
2013,5,16,2,5.678,819.88,3.8674,151.3,1.29295,0,5.4,1.396379
2013,5,16,3,14.44,5563.73,4.74115,430.53,4.6638,430.53,5.2,1.400576
2013,5,16,4,15.42,5563.73,4.5195,430.53,5.42835,608.73,4.8,1.389111
2013,5,16,5,15.51,5563.73,5.13445,608.73,10.9425,5379.02,4.7,1.3672
2013,5,16,6,14.56,5563.73,5.53485,819.88,11.5019,5563.73,11.3,1.3075
2013,5,16,7,14.27,5563.73,6.0761,1072.29,13.4555,5563.73,5.4,1.339373
2013,5,16,8,15.91,5563.73,6.6792,1361.68,14.459,5563.73,4.4,1.305727
2013,5,16,9,15.22,5563.73,6.330633333,1072.29,13.22666667,5563.73,3.9,1.308927
2013,5,16,10,14.64,5563.73,4.9855,430.53,13.252,5563.73,4.2,1.240039
2013,5,16,11,13.49,5563.73,4.40575,278.59,14.1395,5563.73,3.9,1.318611
2013,5,16,12,14.13,5563.73,4.33365,278.59,14.7135,5563.73,3.9,1.288183
2013,5,16,13,14.2,5563.73,4.83145,430.53,13.555,5563.73,4.6,1.25868
2013,5,16,14,15.51,5563.73,4.5579,430.53,13.1205,5563.73,6,1.267829
2013,5,16,15,14.59,5563.73,3.9084,151.3,12.788,5563.73,6,1.205574
2013,5,16,16,14.03,5563.73,4.55325,430.53,12.8175,5563.73,5.4,1.140841
2013,5,16,17,13.66,5563.73,4.0141,278.59,12.647,5563.73,4.8,0.804135
2013,5,16,18,15.12,5563.73,4.11495,278.59,13.259,5563.73,4.3,0.804135
2013,5,16,19,14.89,5563.73,4.2867,278.59,12.9635,5563.73,4.5,1.399112
2013,5,16,20,14.13,5563.73,4.2766,278.59,12.5305,5563.73,5.4,1.530787
2013,5,16,21,14.49,5563.73,4.57155,430.53,12.07,5563.73,5.4,1.400484
2013,5,16,22,15.58,5563.73,5.8229,819.88,12.6595,5563.73,4.7,0.956009
2013,5,16,23,13.79,5563.73,5.35795,608.73,13.6255,5563.73,5.1,0.957604
2013,5,17,0,13.23,5563.73,4.31955,278.59,16.0915,5563.73,2.1,1.439489
2013,5,17,1,13.96,5563.73,3.8246,151.3,12.1055,5563.73,2.2,1.439489
2013,5,17,2,16.44,5563.73,3.4512,47.78,11.7542,5563.73,1.8,1.468822
2013,5,17,3,15.88,5563.73,2.39315,0,12.296,5563.73,1.4,1.021913
2013,5,17,4,14.56,5563.73,2.94855,0,13.1225,5563.73,1.4,0.882733
2013,5,17,5,13.04,5563.73,4.02465,278.59,14.544,5563.73,1.1,1.104707
2013,5,17,6,12.99,5563.73,5.36995,608.73,14.4075,5563.73,1.6,1.026133
2013,5,17,7,13.47,5563.73,6.14145,1072.29,12.4845,5563.73,1.1,0.662187
2013,5,17,8,11.36,5563.73,6.2508,1072.29,13.707,5563.73,1.3,1.139263
2013,5,17,9,11.79,5563.73,5.443833333,608.73,14.47633333,5563.73,1.5,1.162002
2013,5,17,10,12.11,5563.73,5.2934,608.73,12.7405,5563.73,1.4,1.197336
2013,5,17,11,11.52,5563.73,5.33645,608.73,14.281,5563.73,1.4,1.206362
2013,5,17,12,11.64,5563.73,5.0529,608.73,13.5675,5563.73,1.6,1.150381
2013,5,17,13,10.53,5379.02,5.07105,608.73,13.621,5563.73,1.8,1.22752
2013,5,17,14,10.91,5379.02,3.9979,151.3,13.0175,5563.73,1.7,1.25066
2013,5,17,15,11.52,5563.73,2.86895,0,12.6105,5563.73,2.1,1.213647
2013,5,17,16,11.32,5563.73,2.2883,0,11.7785,5563.73,1.6,1.19801
2013,5,17,17,10.35,4727.44,2.8099,0,11.385,5563.73,2.7,1.234346
2013,5,17,18,10.22,4727.44,3.0941,47.78,10.3639,4727.44,2.8,1.261708
2013,5,17,19,9.28,3525.01,3.30055,47.78,9.0291,3525.01,3.7,1.197648
2013,5,17,20,7.855,2079.88,3.4439,47.78,8.0776,2508.97,3.4,1.269957
2013,5,17,21,8.35,2508.97,3.85585,151.3,7.7454,2079.88,2.4,1.470968
2013,5,17,22,5.489,608.73,3.9397,151.3,7.0189,1698,1.9,1.166596
2013,5,17,23,5.577,819.88,4.10145,278.59,8.8828,2981.39,2.1,1.389887
2013,5,18,0,7.745,2079.88,4.6533,430.53,7.27645,1698,1.5,1.423855
2013,5,18,1,8.56,2981.39,4.86525,430.53,6.49215,1072.29,2.5,1.423855
2013,5,18,2,8.1,2508.97,5.1148,608.73,7.46125,1698,2.5,1.381949
2013,5,18,3,8.02,2508.97,5.4757,608.73,8.7021,2981.39,2.2,1.348347
2013,5,18,4,8.86,2981.39,6.6433,1361.68,6.5758,1361.68,2.2,1.093771
2013,5,18,5,8.21,2508.97,6.68585,1361.68,6.38525,1072.29,2.6,1.299623
2013,5,18,6,8.17,2508.97,6.14755,1072.29,8.56015,2981.39,1.7,1.431638
2013,5,18,7,6.825,1361.68,7.1704,1698,7.1404,1698,2.1,1.424295
2013,5,18,8,5.581,819.88,6.9204,1361.68,10.0318,4727.44,2.5,1.447383
2013,5,18,9,7.89,2079.88,7.330533333,1698,8.915033333,2981.39,3,1.395995
2013,5,18,10,7.146,1698,7.5706,2079.88,9.415,3525.01,2.7,1.4401
2013,5,18,11,8.06,2508.97,7.5273,2079.88,10.9951,5379.02,2.8,1.477319
2013,5,18,12,8.29,2508.97,6.9612,1361.68,12.715,5563.73,2.3,1.437158
2013,5,18,13,8.58,2981.39,7.6961,2079.88,12.2895,5563.73,2.6,1.442747
2013,5,18,14,9.78,4114.19,7.5395,2079.88,14.187,5563.73,2.5,1.543641
2013,5,18,15,8.35,2508.97,7.8302,2079.88,14.7375,5563.73,3.1,1.611016
2013,5,18,16,7.811,2079.88,8.2157,2508.97,14.7875,5563.73,3.6,1.636349
2013,5,18,17,9.75,4114.19,9.08035,3525.01,12.827,5563.73,3.6,1.610226
2013,5,18,18,8.51,2981.39,9.1509,3525.01,14.625,5563.73,3.9,1.60963
2013,5,18,19,5.472,608.73,10.8795,5379.02,14.579,5563.73,4.2,1.550667
2013,5,18,20,6.282,1072.29,11.273,5563.73,13.998,5563.73,1.4,1.532777
2013,5,18,21,6.111,1072.29,10.9205,5379.02,13.816,5563.73,1,1.430443
2013,5,18,22,6.16,1072.29,11.605,5563.73,12.499,5563.73,0.8,1.415979
2013,5,18,23,6.887,1361.68,11.377,5563.73,13.4585,5563.73,0.6,1.400715
2013,5,19,0,14.35,5563.73,10.42285,4727.44,13.8255,5563.73,2.1,1.394207
2013,5,19,1,15.24,5563.73,9.97655,4114.19,10.7595,5379.02,2.1,1.394207
2013,5,19,2,10.86,5379.02,9.5914,4114.19,6.83525,1361.68,1.9,1.115313
2013,5,19,3,6.277,1072.29,9.24155,3525.01,3.78265,151.3,1.8,0.74905
2013,5,19,4,11.94,5563.73,8.3625,2508.97,12.49525,5563.73,2,0.818353
2013,5,19,5,11.25,5563.73,7.3633,1698,17.722,5563.73,1,0.778955
2013,5,19,6,12.54,5563.73,7.41125,1698,10.2313,4727.44,2.2,0.756866
2013,5,19,7,12.55,5563.73,9.2732,3525.01,9.87385,4114.19,1.7,0.697649
2013,5,19,8,13.07,5563.73,9.38785,3525.01,10.658,5379.02,1.8,1.269872
2013,5,19,9,14.75,5563.73,9.822266667,4114.19,12.02983333,5563.73,0.5,1.062294
2013,5,19,10,15.01,5563.73,9.1752,3525.01,12.705,5563.73,1.1,1.160864
2013,5,19,11,13.66,5563.73,8.6049,2981.39,16.492,5563.73,0.7,1.211913
2013,5,19,12,12.15,5563.73,8.77015,2981.39,15.9315,5563.73,1.5,1.392689
2013,5,19,13,13.19,5563.73,8.16395,2508.97,16.29,5563.73,0.5,1.008908
2013,5,19,14,12.92,5563.73,6.8567,1361.68,14.575,5563.73,1.6,1.506428
2013,5,19,15,12.96,5563.73,6.07265,1072.29,14.934,5563.73,2.5,1.365348
2013,5,19,16,12.53,5563.73,4.80715,430.53,13.6215,5563.73,3.4,1.701199
2013,5,19,17,12.94,5563.73,4.334,278.59,15.589,5563.73,4.1,1.737755
2013,5,19,18,13.82,5563.73,5.24125,608.73,16.418,5563.73,2.8,1.712468
2013,5,19,19,13.96,5563.73,6.5455,1361.68,16.1115,5563.73,3,1.725723
2013,5,19,20,12.79,5563.73,6.7442,1361.68,15.3875,5563.73,3.2,1.713539
2013,5,19,21,14.64,5563.73,6.7886,1361.68,12.9165,5563.73,3.8,1.648875
2013,5,19,22,13.75,5563.73,6.06675,1072.29,12.97,5563.73,3.4,1.74378
2013,5,19,23,13.03,5563.73,5.86485,819.88,11.2015,5563.73,2.9,1.646509
2013,5,20,0,12.65,5563.73,5.5747,819.88,11.1655,5563.73,2,1.713842
2013,5,20,1,12.42,5563.73,6.23575,1072.29,10.0381,4727.44,1.9,1.713842
2013,5,20,2,12.34,5563.73,7.21215,1698,10.5426,5379.02,1.7,1.537276
2013,5,20,3,10.93,5379.02,8.30185,2508.97,10.531,5379.02,1.5,1.211335
2013,5,20,4,9.97,4114.19,7.2052,1698,10.2861,4727.44,0.6,1.580004
2013,5,20,5,7.738,2079.88,5.08235,608.73,9.6722,4114.19,0.8,1.161821
2013,5,20,6,5.295,608.73,4.32045,278.59,5.4664,608.73,1.9,1.357665
2013,5,20,7,3.897,151.3,3.8133,151.3,1.9121,0,1.9,1.583298
2013,5,20,8,3.983,151.3,5.3976,608.73,7.10535,1698,1.3,1.322303
2013,5,20,9,6.157,1072.29,6.209566667,1072.29,6.3669,1072.29,0.3,1.555492
2013,5,20,10,6.11,1072.29,5.3296,608.73,5.98565,819.88,1.7,1.681412
2013,5,20,11,7.514,2079.88,3.9216,151.3,3.2066,47.78,2.4,1.675503
2013,5,20,12,7.79,2079.88,3.2767,47.78,3.26175,47.78,0.6,1.663784
2013,5,20,13,7.965,2079.88,2.7841,0,3.99605,151.3,0.9,1.740916
2013,5,20,14,7.745,2079.88,2.54305,0,5.9359,819.88,1.1,1.555677
2013,5,20,15,10.72,5379.02,3.21715,47.78,6.33085,1072.29,2.2,1.993347
2013,5,20,16,11.51,5563.73,2.90185,0,9.78105,4114.19,2.1,1.907828
2013,5,20,17,13.3,5563.73,2.30515,0,9.5846,4114.19,1.9,1.93007
2013,5,20,18,9.79,4114.19,2.27855,0,9.96545,4114.19,0.7,2.003081
2013,5,20,19,7.867,2079.88,2.3286,0,7.8215,2079.88,1.5,2.010502
2013,5,20,20,7.843,2079.88,2.62405,0,6.9946,1361.68,1.6,1.96381
2013,5,20,21,7.308,1698,2.1645,0,7.43595,1698,1.2,1.92923
2013,5,20,22,7.525,2079.88,1.551,0,7.56665,2079.88,1.6,1.902564
2013,5,20,23,5.685,819.88,1.698,0,6.94125,1361.68,1.3,2.022606
2013,5,21,0,6.679,1361.68,2.1055,0,6.61405,1361.68,0.8,1.936397
2013,5,21,1,5.701,819.88,2.0198,0,6.75925,1361.68,0.6,1.936397
2013,5,21,2,7.16,1698,2.48105,0,6.49745,1072.29,0.7,1.430868
2013,5,21,3,5.79,819.88,2.13095,0,5.76995,819.88,0.6,1.440172
2013,5,21,4,4.177,278.59,1.873,0,4.90585,430.53,0.6,1.599623
2013,5,21,5,4.553,430.53,3.35555,47.78,3.8168,151.3,0.6,1.50341
2013,5,21,6,3.508,151.3,4.1761,278.59,4.22805,278.59,0.7,1.287886
2013,5,21,7,1.962,0,4.76405,430.53,3.6057,151.3,1.2,1.4827
2013,5,21,8,1.072,0,5.7148,819.88,4.5887,430.53,0.6,1.17987
2013,5,21,9,4.001,278.59,6.389733333,1072.29,1.995133333,0,1.3,1.583641
2013,5,21,10,5.932,819.88,5.68255,819.88,2.56315,0,0.9,1.104841
2013,5,21,11,6.813,1361.68,5.39405,608.73,2.07715,0,1.1,1.440753
2013,5,21,12,7.135,1698,6.043,1072.29,3.5738,151.3,0.9,1.341217
2013,5,21,13,7.146,1698,6.5269,1361.68,4.6104,430.53,0.9,0.811723
